JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Debit	Credit	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise
CE	CAISSE D'EPARGNE	117	20140214	512100	Caisse d'épargne			02.2014	20140214	SCARO 2 AMORTISSEURS 4601SA41	0,00	124,90			20141231		
CE	CAISSE D'EPARGNE	118	20140214	606300	Fournitures petits équipements			02.2014	20140214	BRICO DEPOT Lubrifiant + Cof 	38,37	0,00			20141231		
CE	CAISSE D'EPARGNE	118	20140214	512100	Caisse d'épargne			02.2014	20140214	BRICO DEPOT Lubrifiant + Cof 	0,00	38,37			20141231		
CE	CAISSE D'EPARGNE	119	20140214	445660	Tva sur biens & services			02.2014	20140214	BRICO DEPOT Lubrifiant + Cof 	7,68	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	119	20140214	512100	Caisse d'épargne			02.2014	20140214	BRICO DEPOT Lubrifiant + Cof 	0,00	7,68			20141231		
CE	CAISSE D'EPARGNE	120	20140215	164503	Emprunt 8257883			02.2014	20140215	Prêt N° 883 02/2014	170,71	0,00			20141231		
CE	CAISSE D'EPARGNE	120	20140215	512100	Caisse d'épargne			02.2014	20140215	Prêt N° 883 02/2014	0,00	170,71			20141231		
CE	CAISSE D'EPARGNE	121	20140215	661100	Intérêts sur emprunts			02.2014	20140215	Prêt N° 883 02/2014	13,97	0,00			20141231		
CE	CAISSE D'EPARGNE	121	20140215	512100	Caisse d'épargne			02.2014	20140215	Prêt N° 883 02/2014	0,00	13,97			20141231		
CE	CAISSE D'EPARGNE	122	20140215	606160	Carburant gazoil			02.2014	20140215	GO	53,29	0,00			20141231		
CE	CAISSE D'EPARGNE	122	20140215	512100	Caisse d'épargne			02.2014	20140215	GO	0,00	53,29			20141231		
CE	CAISSE D'EPARGNE	123	20140215	445660	Tva sur biens & services			02.2014	20140215	GO	10,66	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	123	20140215	512100	Caisse d'épargne			02.2014	20140215	GO	0,00	10,66			20141231		
CE	CAISSE D'EPARGNE	124	20140217	606160	Carburant gazoil			02.2014	20140217	GO	35,72	0,00			20141231		
CE	CAISSE D'EPARGNE	124	20140217	512100	Caisse d'épargne			02.2014	20140217	GO	0,00	35,72			20141231		
CE	CAISSE D'EPARGNE	125	20140217	445660	Tva sur biens & services			02.2014	20140217	GO	7,15	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	125	20140217	512100	Caisse d'épargne			02.2014	20140217	GO	0,00	7,15			20141231		
CE	CAISSE D'EPARGNE	126	20140219	606160	Carburant gazoil			02.2014	20140219	GO	43,20	0,00			20141231		
CE	CAISSE D'EPARGNE	126	20140219	512100	Caisse d'épargne			02.2014	20140219	GO	0,00	43,20			20141231		
CE	CAISSE D'EPARGNE	127	20140219	445660	Tva sur biens & services			02.2014	20140219	GO	8,64	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	127	20140219	512100	Caisse d'épargne			02.2014	20140219	GO	0,00	8,64			20141231		
CE	CAISSE D'EPARGNE	128	20140220	164500	Emprunt 8234663			02.2014	20140220	Prêt N°663 02/2014	364,95	0,00			20141231		
CE	CAISSE D'EPARGNE	128	20140220	512100	Caisse d'épargne			02.2014	20140220	Prêt N°663 02/2014	0,00	364,95			20141231		
CE	CAISSE D'EPARGNE	129	20140220	661100	Intérêts sur emprunts			02.2014	20140220	Prêt N°663 02/2014	45,10	0,00			20141231		
CE	CAISSE D'EPARGNE	129	20140220	512100	Caisse d'épargne			02.2014	20140220	Prêt N°663 02/2014	0,00	45,10			20141231		
CE	CAISSE D'EPARGNE	130	20140220	625100	Voyages et déplacements			02.2014	20140220	COFIROUTE	59,17	0,00			20141231		
CE	CAISSE D'EPARGNE	130	20140220	512100	Caisse d'épargne			02.2014	20140220	COFIROUTE	0,00	59,17			20141231		
CE	CAISSE D'EPARGNE	131	20140220	445660	Tva sur biens & services			02.2014	20140220	COFIROUTE	11,83	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	131	20140220	512100	Caisse d'épargne			02.2014	20140220	COFIROUTE	0,00	11,83			20141231		
CE	CAISSE D'EPARGNE	132	20140220	411000	Clients			02.2014	20140220	JANSSEN	0,00	248,25	B	20140220	20141231		
CE	CAISSE D'EPARGNE	132	20140220	512100	Caisse d'épargne			02.2014	20140220	JANSSEN	248,25	0,00			20141231		
CE	CAISSE D'EPARGNE	133	20140220	646400	Rsi ava vieillesse urssaf mala			02.2014	20140220	RSI 02/2014	168,00	0,00			20141231		
CE	CAISSE D'EPARGNE	133	20140220	512100	Caisse d'épargne			02.2014	20140220	RSI 02/2014	0,00	168,00			20141231		
CE	CAISSE D'EPARGNE	134	20140221	411000	Clients			02.2014	20140221	CPAM BLOIS	0,00	663,87	K	20140228	20141231		
CE	CAISSE D'EPARGNE	134	20140221	512100	Caisse d'épargne			02.2014	20140221	CPAM BLOIS	663,87	0,00			20141231		
CE	CAISSE D'EPARGNE	135	20140222	626200	Téléphone mobile			02.2014	20140222	ORANGE Mobile 02/2014	68,45	0,00			20141231		
CE	CAISSE D'EPARGNE	135	20140222	512100	Caisse d'épargne			02.2014	20140222	ORANGE Mobile 02/2014	0,00	68,45			20141231		
CE	CAISSE D'EPARGNE	136	20140222	445660	Tva sur biens & services			02.2014	20140222	ORANGE Mobile 02/2014	13,69	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	136	20140222	512100	Caisse d'épargne			02.2014	20140222	ORANGE Mobile 02/2014	0,00	13,69			20141231		
CE	CAISSE D'EPARGNE	137	20140222	615500	Entretien vehicules			02.2014	20140222	EUROMASTER REVISION AP867QX	477,53	0,00			20141231		
CE	CAISSE D'EPARGNE	137	20140222	512100	Caisse d'épargne			02.2014	20140222	EUROMASTER REVISION AP867QX	0,00	477,53			20141231		
CE	CAISSE D'EPARGNE	138	20140222	445660	Tva sur biens & services			02.2014	20140222	EUROMASTER Peug AP-867-QX Révi	95,51	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	138	20140222	512100	Caisse d'épargne			02.2014	20140222	EUROMASTER Peug AP-867-QX Révi	0,00	95,51			20141231		
CE	CAISSE D'EPARGNE	139	20140224	411000	Clients			02.2014	20140224	MSA Berry	0,00	491,68	F	20140228	20141231		
CE	CAISSE D'EPARGNE	139	20140224	512100	Caisse d'épargne			02.2014	20140224	MSA Berry	491,68	0,00			20141231		
CE	CAISSE D'EPARGNE	140	20140224	606160	Carburant gazoil			02.2014	20140224	GO	46,55	0,00			20141231		
CE	CAISSE D'EPARGNE	140	20140224	512100	Caisse d'épargne			02.2014	20140224	GO	0,00	46,55			20141231		
CE	CAISSE D'EPARGNE	141	20140224	445660	Tva sur biens & services			02.2014	20140224	GO	9,31	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	141	20140224	512100	Caisse d'épargne			02.2014	20140224	GO	0,00	9,31			20141231		
CE	CAISSE D'EPARGNE	142	20140225	164502	Emprunt 8249866			02.2014	20140225	Prêt N°866 02/2014	803,46	0,00			20141231		
CE	CAISSE D'EPARGNE	142	20140225	512100	Caisse d'épargne			02.2014	20140225	Prêt N°866 02/2014	0,00	803,46			20141231		
CE	CAISSE D'EPARGNE	143	20140225	661100	Intérêts sur emprunts			02.2014	20140225	Prêt N°866 02/2014	111,36	0,00			20141231		
CE	CAISSE D'EPARGNE	143	20140225	512100	Caisse d'épargne			02.2014	20140225	Prêt N°866 02/2014	0,00	111,36			20141231		
CE	CAISSE D'EPARGNE	144	20140225	616081	Assurance décès sur emprunt			02.2014	20140225	BPCE Assurance 02/2014	81,00	0,00			20141231		
CE	CAISSE D'EPARGNE	144	20140225	512100	Caisse d'épargne			02.2014	20140225	BPCE Assurance 02/2014	0,00	81,00			20141231		
CE	CAISSE D'EPARGNE	145	20140225	616081	Assurance décès sur emprunt			02.2014	20140225	BPCE Assurance 02/2014	81,00	0,00			20141231		
CE	CAISSE D'EPARGNE	145	20140225	512100	Caisse d'épargne			02.2014	20140225	BPCE Assurance 02/2014	0,00	81,00			20141231		
CE	CAISSE D'EPARGNE	146	20140226	606160	Carburant gazoil			02.2014	20140226	GO	53,25	0,00			20141231		
CE	CAISSE D'EPARGNE	146	20140226	512100	Caisse d'épargne			02.2014	20140226	GO	0,00	53,25			20141231		
CE	CAISSE D'EPARGNE	147	20140226	445660	Tva sur biens & services			02.2014	20140226	GO	10,65	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	147	20140226	512100	Caisse d'épargne			02.2014	20140226	GO	0,00	10,65			20141231		
CE	CAISSE D'EPARGNE	148	20140227	672000	Charge exception sur ex ant			02.2014	20140227	LISLE AGRI SERV injonct payé 	409,43	0,00			20141231		
CE	CAISSE D'EPARGNE	148	20140227	512100	Caisse d'épargne			02.2014	20140227	LISLE AGRI SERV injonct payé 	0,00	409,43			20141231		
CE	CAISSE D'EPARGNE	149	20140227	445660	Tva sur biens & services			02.2014	20140227	LISLE  SERV injonct payé  19.6	80,25	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	149	20140227	512100	Caisse d'épargne			02.2014	20140227	LISLE  SERV injonct payé  19.6	0,00	80,25			20141231		
CE	CAISSE D'EPARGNE	150	20140227	622700	Frais d'actes et contentieux			02.2014	20140227	MAITRE FRERY Affaire LISLE	83,24	0,00			20141231		
CE	CAISSE D'EPARGNE	150	20140227	512100	Caisse d'épargne			02.2014	20140227	MAITRE FRERY Affaire LISLE	0,00	83,24			20141231		
CE	CAISSE D'EPARGNE	151	20140227	445660	Tva sur biens & services			02.2014	20140227	MAITRE FRERY Affaire LISLE	6,78	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	151	20140227	512100	Caisse d'épargne			02.2014	20140227	MAITRE FRERY Affaire LISLE	0,00	6,78			20141231		
CE	CAISSE D'EPARGNE	152	20140227	606160	Carburant gazoil			02.2014	20140227	GO	47,80	0,00			20141231		
CE	CAISSE D'EPARGNE	152	20140227	512100	Caisse d'épargne			02.2014	20140227	GO	0,00	47,80			20141231		
CE	CAISSE D'EPARGNE	153	20140227	445660	Tva sur biens & services			02.2014	20140227	GO	9,56	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	153	20140227	512100	Caisse d'épargne			02.2014	20140227	GO	0,00	9,56			20141231		
CE	CAISSE D'EPARGNE	154	20140301	108000	Compte de l'exploitant			03.2014	20140301	SALAIRE	600,00	0,00			20141231		
CE	CAISSE D'EPARGNE	154	20140301	512100	Caisse d'épargne			03.2014	20140301	SALAIRE	0,00	600,00			20141231		
CE	CAISSE D'EPARGNE	155	20140301	606160	Carburant gazoil			03.2014	20140301	GO	26,16	0,00			20141231		
CE	CAISSE D'EPARGNE	155	20140301	512100	Caisse d'épargne			03.2014	20140301	GO	0,00	26,16			20141231		
CE	CAISSE D'EPARGNE	156	20140301	445660	Tva sur biens & services			03.2014	20140301	GO	5,23	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	156	20140301	512100	Caisse d'épargne			03.2014	20140301	GO	0,00	5,23			20141231		
CE	CAISSE D'EPARGNE	157	20140301	606160	Carburant gazoil			03.2014	20140301	GO	35,44	0,00			20141231		
CE	CAISSE D'EPARGNE	157	20140301	512100	Caisse d'épargne			03.2014	20140301	GO	0,00	35,44			20141231		
CE	CAISSE D'EPARGNE	158	20140301	445660	Tva sur biens & services			03.2014	20140301	GO	7,09	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	158	20140301	512100	Caisse d'épargne			03.2014	20140301	GO	0,00	7,09			20141231		
CE	CAISSE D'EPARGNE	159	20140304	626200	Téléphone mobile			03.2014	20140304	ORANGE Mobile 02/2014	13,20	0,00			20141231		
CE	CAISSE D'EPARGNE	159	20140304	512100	Caisse d'épargne			03.2014	20140304	ORANGE Mobile 02/2014	0,00	13,20			20141231		
CE	CAISSE D'EPARGNE	160	20140304	445660	Tva sur biens & services			03.2014	20140304	ORANGE Mobile 02/2014	2,64	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	160	20140304	512100	Caisse d'épargne			03.2014	20140304	ORANGE Mobile 02/2014	0,00	2,64			20141231		
CE	CAISSE D'EPARGNE	161	20140304	411200	Client Bonin			03.2014	20140304	MFP BONIN ALAIN FEVRIER	0,00	809,34	B	20140317	20141231		
CE	CAISSE D'EPARGNE	161	20140304	512100	Caisse d'épargne			03.2014	20140304	MFP BONIN ALAIN FEVRIER	809,34	0,00			20141231		
CE	CAISSE D'EPARGNE	162	20140305	606160	Carburant gazoil			03.2014	20140305	GO	66,39	0,00			20141231		
CE	CAISSE D'EPARGNE	162	20140305	512100	Caisse d'épargne			03.2014	20140305	GO	0,00	66,39			20141231		
CE	CAISSE D'EPARGNE	163	20140305	445660	Tva sur biens & services			03.2014	20140305	GO	13,28	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	163	20140305	512100	Caisse d'épargne			03.2014	20140305	GO	0,00	13,28			20141231		
CE	CAISSE D'EPARGNE	164	20140306	411000	Clients			03.2014	20140306	MSA Berry	0,00	430,19	E	20140331	20141231		
CE	CAISSE D'EPARGNE	164	20140306	512100	Caisse d'épargne			03.2014	20140306	MSA Berry	430,19	0,00			20141231		
CE	CAISSE D'EPARGNE	165	20140306	606160	Carburant gazoil			03.2014	20140306	GO	54,22	0,00			20141231		
CE	CAISSE D'EPARGNE	165	20140306	512100	Caisse d'épargne			03.2014	20140306	GO	0,00	54,22			20141231		
CE	CAISSE D'EPARGNE	166	20140306	445660	Tva sur biens & services			03.2014	20140306	GO	10,84	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	166	20140306	512100	Caisse d'épargne			03.2014	20140306	GO	0,00	10,84			20141231		
CE	CAISSE D'EPARGNE	167	20140306	411000	Clients			03.2014	20140306	CPAM	0,00	1069,16	AP	20140331	20141231		
CE	CAISSE D'EPARGNE	167	20140306	512100	Caisse d'épargne			03.2014	20140306	CPAM	1069,16	0,00			20141231		
CE	CAISSE D'EPARGNE	168	20140307	606160	Carburant gazoil			03.2014	20140307	GO	58,47	0,00			20141231		
CE	CAISSE D'EPARGNE	168	20140307	512100	Caisse d'épargne			03.2014	20140307	GO	0,00	58,47			20141231		
CE	CAISSE D'EPARGNE	169	20140307	445660	Tva sur biens & services			03.2014	20140307	GO	11,70	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	169	20140307	512100	Caisse d'épargne			03.2014	20140307	GO	0,00	11,70			20141231		
CE	CAISSE D'EPARGNE	170	20140310	613500	Location adresse electronique			03.2014	20140310	LOCAM 03/2014	88,00	0,00			20141231		
CE	CAISSE D'EPARGNE	170	20140310	512100	Caisse d'épargne			03.2014	20140310	LOCAM 03/2014	0,00	88,00			20141231		
CE	CAISSE D'EPARGNE	171	20140310	445660	Tva sur biens & services			03.2014	20140310	LOCAM 03/2014	17,60	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	171	20140310	512100	Caisse d'épargne			03.2014	20140310	LOCAM 03/2014	0,00	17,60			20141231		
CE	CAISSE D'EPARGNE	172	20140311	606160	Carburant gazoil			03.2014	20140311	GO	42,73	0,00			20141231		
CE	CAISSE D'EPARGNE	172	20140311	512100	Caisse d'épargne			03.2014	20140311	GO	0,00	42,73			20141231		
CE	CAISSE D'EPARGNE	173	20140311	445660	Tva sur biens & services			03.2014	20140311	GO	8,55	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	173	20140311	512100	Caisse d'épargne			03.2014	20140311	GO	0,00	8,55			20141231		
CE	CAISSE D'EPARGNE	174	20140312	411000	Clients			03.2014	20140312	CPAM	0,00	494,59	AO	20140331	20141231		
CE	CAISSE D'EPARGNE	174	20140312	512100	Caisse d'épargne			03.2014	20140312	CPAM	494,59	0,00			20141231		
CE	CAISSE D'EPARGNE	175	20140313	411000	Clients			03.2014	20140313	MSA Berry	0,00	368,73	E	20140331	20141231		
CE	CAISSE D'EPARGNE	175	20140313	512100	Caisse d'épargne			03.2014	20140313	MSA Berry	368,73	0,00			20141231		
CE	CAISSE D'EPARGNE	176	20140313	606160	Carburant gazoil			03.2014	20140313	GO	40,78	0,00			20141231		
CE	CAISSE D'EPARGNE	176	20140313	512100	Caisse d'épargne			03.2014	20140313	GO	0,00	40,78			20141231		
CE	CAISSE D'EPARGNE	177	20140313	445660	Tva sur biens & services			03.2014	20140313	GO	8,16	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	177	20140313	512100	Caisse d'épargne			03.2014	20140313	GO	0,00	8,16			20141231		
CE	CAISSE D'EPARGNE	178	20140314	411000	Clients			03.2014	20140314	CPAM	0,00	570,98	D	20140314	20141231		
CE	CAISSE D'EPARGNE	178	20140314	512100	Caisse d'épargne			03.2014	20140314	CPAM	570,98	0,00			20141231		
CE	CAISSE D'EPARGNE	179	20140314	606160	Carburant gazoil			03.2014	20140314	GO	31,06	0,00			20141231		
CE	CAISSE D'EPARGNE	179	20140314	512100	Caisse d'épargne			03.2014	20140314	GO	0,00	31,06			20141231		
CE	CAISSE D'EPARGNE	180	20140314	445660	Tva sur biens & services			03.2014	20140314	GO	6,21	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	180	20140314	512100	Caisse d'épargne			03.2014	20140314	GO	0,00	6,21			20141231		
CE	CAISSE D'EPARGNE	181	20140315	164503	Emprunt 8257883			03.2014	20140315	Prêt N° 883 03/2014	171,03	0,00			20141231		
CE	CAISSE D'EPARGNE	181	20140315	512100	Caisse d'épargne			03.2014	20140315	Prêt N° 883 03/2014	0,00	171,03			20141231		
CE	CAISSE D'EPARGNE	182	20140315	661100	Intérêts sur emprunts			03.2014	20140315	Prêt N° 883 03/2014	13,65	0,00			20141231		
CE	CAISSE D'EPARGNE	182	20140315	512100	Caisse d'épargne			03.2014	20140315	Prêt N° 883 03/2014	0,00	13,65			20141231		
CE	CAISSE D'EPARGNE	183	20140315	615500	Entretien vehicules			03.2014	20140315	EQUIPAUTO BATTERIE+HUILE+FILTRES	304,65	0,00			20141231		
CE	CAISSE D'EPARGNE	183	20140315	512100	Caisse d'épargne			03.2014	20140315	EQUIPAUTO BATTERIE+HUILE+FILTRES	0,00	304,65			20141231		
CE	CAISSE D'EPARGNE	184	20140315	445660	Tva sur biens & services			03.2014	20140315	EQUIPAUTO BATTERIE+HUILE+FILTRES	60,93	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	184	20140315	512100	Caisse d'épargne			03.2014	20140315	EQUIPAUTO BATTERIE+HUILE+FILTRES	0,00	60,93			20141231		
CE	CAISSE D'EPARGNE	185	20140315	606300	Fournitures petits équipements			03.2014	20140315	EQUIPAUTO PLAQUE IMMAT 4601SA41	13,58	0,00			20141231		
CE	CAISSE D'EPARGNE	185	20140315	512100	Caisse d'épargne			03.2014	20140315	EQUIPAUTO PLAQUE IMMAT 4601SA41	0,00	13,58			20141231		
CE	CAISSE D'EPARGNE	186	20140315	445660	Tva sur biens & services			03.2014	20140315	EQUIPAUTO Jeu plaque	2,72	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	186	20140315	512100	Caisse d'épargne			03.2014	20140315	EQUIPAUTO Jeu plaque	0,00	2,72			20141231		
CE	CAISSE D'EPARGNE	187	20140315	627800	Autres services bancaires			03.2014	20140315	Frais dossier sur découvert	36,30	0,00			20141231		
CE	CAISSE D'EPARGNE	187	20140315	512100	Caisse d'épargne			03.2014	20140315	Frais dossier sur découvert	0,00	36,30			20141231		
CE	CAISSE D'EPARGNE	188	20140317	615500	Entretien vehicules			03.2014	20140317	SNVRA DIV PIECES EMBRAYAGES ARBRE	2000,99	0,00			20141231		
CE	CAISSE D'EPARGNE	188	20140317	512100	Caisse d'épargne			03.2014	20140317	SNVRA DIV PIECES EMBRAYAGES ARBRE	0,00	2000,99			20141231		
CE	CAISSE D'EPARGNE	189	20140317	445660	Tva sur biens & services			03.2014	20140317	SNVRA DIV PIECES EMBRAYAGES ARBRE	400,20	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	189	20140317	512100	Caisse d'épargne			03.2014	20140317	SNVRA DIV PIECES EMBRAYAGES ARBRE	0,00	400,20			20141231		
CE	CAISSE D'EPARGNE	190	20140317	411200	Client Bonin			03.2014	20140317	MFP BONIN ALAIN FEVRIER	0,00	597,27	B	20140317	20141231		
CE	CAISSE D'EPARGNE	190	20140317	512100	Caisse d'épargne			03.2014	20140317	MFP BONIN ALAIN FEVRIER	597,27	0,00			20141231		
CE	CAISSE D'EPARGNE	191	20140319	616081	Assurance décès sur emprunt			03.2014	20140319	BPCE ASS 03/2014	81,00	0,00			20141231		
CE	CAISSE D'EPARGNE	191	20140319	512100	Caisse d'épargne			03.2014	20140319	BPCE ASS 03/2014	0,00	81,00			20141231		
CE	CAISSE D'EPARGNE	192	20140319	411000	Clients			03.2014	20140319	JANSSEN	0,00	248,25	C	20140319	20141231		
CE	CAISSE D'EPARGNE	192	20140319	512100	Caisse d'épargne			03.2014	20140319	JANSSEN	248,25	0,00			20141231		
CE	CAISSE D'EPARGNE	193	20140320	164500	Emprunt 8234663			03.2014	20140320	Prêt N°663 03/2014	365,76	0,00			20141231		
CE	CAISSE D'EPARGNE	193	20140320	512100	Caisse d'épargne			03.2014	20140320	Prêt N°663 03/2014	0,00	365,76			20141231		
CE	CAISSE D'EPARGNE	194	20140320	661100	Intérêts sur emprunts			03.2014	20140320	Prêt N°663 03/2014	44,29	0,00			20141231		
CE	CAISSE D'EPARGNE	194	20140320	512100	Caisse d'épargne			03.2014	20140320	Prêt N°663 03/2014	0,00	44,29			20141231		
CE	CAISSE D'EPARGNE	195	20140320	625100	Voyages et déplacements			03.2014	20140320	VINCI 02/2014	54,99	0,00			20141231		
CE	CAISSE D'EPARGNE	195	20140320	512100	Caisse d'épargne			03.2014	20140320	VINCI 02/2014	0,00	54,99			20141231		
CE	CAISSE D'EPARGNE	196	20140320	445660	Tva sur biens & services			03.2014	20140320	VINCI 02/2014	11,00	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	196	20140320	512100	Caisse d'épargne			03.2014	20140320	VINCI 02/2014	0,00	11,00			20141231		
CE	CAISSE D'EPARGNE	197	20140320	606160	Carburant gazoil			03.2014	20140320	GO	54,06	0,00			20141231		
CE	CAISSE D'EPARGNE	197	20140320	512100	Caisse d'épargne			03.2014	20140320	GO	0,00	54,06			20141231		
CE	CAISSE D'EPARGNE	198	20140320	445660	Tva sur biens & services			03.2014	20140320	GO	10,81	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	198	20140320	512100	Caisse d'épargne			03.2014	20140320	GO	0,00	10,81			20141231		
CE	CAISSE D'EPARGNE	199	20140321	646400	Rsi ava vieillesse urssaf mala			03.2014	20140321	RSI 03/2014	168,00	0,00			20141231		
CE	CAISSE D'EPARGNE	199	20140321	512100	Caisse d'épargne			03.2014	20140321	RSI 03/2014	0,00	168,00			20141231		
CE	CAISSE D'EPARGNE	200	20140321	401000	Fournisseurs	FCOFIR	Cofiroute	03.2014	20140321	COFIROUTE	0,00	30,00	A	20140321	20141231		
CE	CAISSE D'EPARGNE	200	20140321	512100	Caisse d'épargne			03.2014	20140321	COFIROUTE	30,00	0,00			20141231		
CE	CAISSE D'EPARGNE	201	20140322	626200	Téléphone mobile			03.2014	20140322	ORANGE 03/2014	67,55	0,00			20141231		
CE	CAISSE D'EPARGNE	201	20140322	512100	Caisse d'épargne			03.2014	20140322	ORANGE 03/2014	0,00	67,55			20141231		
CE	CAISSE D'EPARGNE	202	20140322	445660	Tva sur biens & services			03.2014	20140322	ORANGE 03/2014	13,51	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	202	20140322	512100	Caisse d'épargne			03.2014	20140322	ORANGE 03/2014	0,00	13,51			20141231		
CE	CAISSE D'EPARGNE	203	20140324	411000	Clients			03.2014	20140324	MUTUELLE GENERALE SANTE	0,00	136,22	E	20140331	20141231		
CE	CAISSE D'EPARGNE	203	20140324	512100	Caisse d'épargne			03.2014	20140324	MUTUELLE GENERALE SANTE	136,22	0,00			20141231		
CE	CAISSE D'EPARGNE	204	20140324	606160	Carburant gazoil			03.2014	20140324	GO	32,56	0,00			20141231		
CE	CAISSE D'EPARGNE	204	20140324	512100	Caisse d'épargne			03.2014	20140324	GO	0,00	32,56			20141231		
CE	CAISSE D'EPARGNE	205	20140324	445660	Tva sur biens & services			03.2014	20140324	GO	6,51	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	205	20140324	512100	Caisse d'épargne			03.2014	20140324	GO	0,00	6,51			20141231		
CE	CAISSE D'EPARGNE	206	20140325	164502	Emprunt 8249866			03.2014	20140325	Prêt N°866 03/2014	805,43	0,00			20141231		
CE	CAISSE D'EPARGNE	206	20140325	512100	Caisse d'épargne			03.2014	20140325	Prêt N°866 03/2014	0,00	805,43			20141231		
CE	CAISSE D'EPARGNE	207	20140325	661100	Intérêts sur emprunts			03.2014	20140325	Prêt N°866 03/2014	109,39	0,00			20141231		
CE	CAISSE D'EPARGNE	207	20140325	512100	Caisse d'épargne			03.2014	20140325	Prêt N°866 03/2014	0,00	109,39			20141231		
CE	CAISSE D'EPARGNE	208	20140325	626100	Affranchissement			03.2014	20140325	LA POSTE Timbres 	93,60	0,00			20141231		
CE	CAISSE D'EPARGNE	208	20140325	512100	Caisse d'épargne			03.2014	20140325	LA POSTE Timbres 	0,00	93,60			20141231		
CE	CAISSE D'EPARGNE	209	20140325	627800	Autres services bancaires			03.2014	20140325	Rétrocession comm 2013	0,00	3,24			20141231		
CE	CAISSE D'EPARGNE	209	20140325	512100	Caisse d'épargne			03.2014	20140325	Rétrocession comm 2013	3,24	0,00			20141231		
CE	CAISSE D'EPARGNE	210	20140325	625100	Voyages et déplacements			03.2014	20140325	Péage	1,50	0,00			20141231		
CE	CAISSE D'EPARGNE	210	20140325	512100	Caisse d'épargne			03.2014	20140325	Péage	0,00	1,50			20141231		
CE	CAISSE D'EPARGNE	211	20140325	445660	Tva sur biens & services			03.2014	20140325	Péage	0,30	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	211	20140325	512100	Caisse d'épargne			03.2014	20140325	Péage	0,00	0,30			20141231		
CE	CAISSE D'EPARGNE	212	20140326	606300	Fournitures petits équipements			03.2014	20140326	DELTA Carbrill	83,75	0,00			20141231		
CE	CAISSE D'EPARGNE	212	20140326	512100	Caisse d'épargne			03.2014	20140326	DELTA Carbrill	0,00	83,75			20141231		
CE	CAISSE D'EPARGNE	213	20140326	445660	Tva sur biens & services			03.2014	20140326	DELTA Carbrill	16,75	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	213	20140326	512100	Caisse d'épargne			03.2014	20140326	DELTA Carbrill	0,00	16,75			20141231		
CE	CAISSE D'EPARGNE	214	20140326	445500	Tva a décaisser			03.2014	20140326	TVA Février chequ 292	44,00	0,00	A	20140326	20141231		
CE	CAISSE D'EPARGNE	214	20140326	512100	Caisse d'épargne			03.2014	20140326	TVA Février chequ 292	0,00	44,00			20141231		
CE	CAISSE D'EPARGNE	215	20140326	606160	Carburant gazoil			03.2014	20140326	GO	47,93	0,00			20141231		
CE	CAISSE D'EPARGNE	215	20140326	512100	Caisse d'épargne			03.2014	20140326	GO	0,00	47,93			20141231		
CE	CAISSE D'EPARGNE	216	20140326	445660	Tva sur biens & services			03.2014	20140326	GO	9,59	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	216	20140326	512100	Caisse d'épargne			03.2014	20140326	GO	0,00	9,59			20141231		
CE	CAISSE D'EPARGNE	217	20140327	411000	Clients			03.2014	20140327	RAM 	0,00	747,91	AS	20140630	20141231		
CE	CAISSE D'EPARGNE	217	20140327	512100	Caisse d'épargne			03.2014	20140327	RAM 	747,91	0,00			20141231		
