JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Montant	Sens	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise
AN 	A NOUVEAUX	AN -1	20120401	401000	COLLECTIF FOURNISSEURS	X401JCL	401JCL       JCL BOULONNERIE	20336	20120401	JCL BOULONNERIE	96,28	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	401000	COLLECTIF FOURNISSEURS	X401FITECO	401FITECO    FITECO	20317	20120401	FITECO	282,02	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	401000	COLLECTIF FOURNISSEURS	X401JCL	401JCL       JCL BOULONNERIE	20335	20120401	JCL BOULONNERIE	718,32	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	401000	COLLECTIF FOURNISSEURS	X401BOUV	401BOUV      BOUVET franck b–cheron	20338	20120401	BOUVET franck b?he	853,6	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	401000	COLLECTIF FOURNISSEURS	X401CCMB	401CCMB      C.C.M.B	20325	20120401	C.C.M.B	2729,61	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	401000	COLLECTIF FOURNISSEURS	X401TELECOM	401TELECOM   TELECOM	20302	20120401	TELECOM ORANGE	39	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	401000	COLLECTIF FOURNISSEURS	X401TOLLEMER	401TOLLEMER  SARL TOLLEMER Ph	20320	20120401	SARL TOLLEMER Ph	476,98	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	401000	COLLECTIF FOURNISSEURS	X401ONF	401ONF       ONF BG	20316	20120401	ONF BG	29991,24	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	401000	COLLECTIF FOURNISSEURS	X401DROUIN	401DROUIN    DROUIN BG	20321	20120401	DROUIN BG	4729,61	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	401000	COLLECTIF FOURNISSEURS	X401LEHELLO	401LEHELLO   LE HELLO	20333	20120401	LE HELLO	59,38	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	401000	COLLECTIF FOURNISSEURS	X401IN	401IN        INTERSERVICES	20334	20120401	INTERSERVICES	140,1	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	401000	COLLECTIF FOURNISSEURS	X401SCICHAMP	401SCICHAMP  SCI DU CHAMP LONG	20309	20120401	SCI DU CHAMP LONG	1094,34	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	401000	COLLECTIF FOURNISSEURS	X401STB	401STB       S T B	20322	20120401	S T B	337,08	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	401000	COLLECTIF FOURNISSEURS	X401STB	401STB       S T B	20323	20120401	S T B	2060,92	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	401000	COLLECTIF FOURNISSEURS	X401POINTP	401POINTP    POINT.P SUD	20324	20120401	POINT.P SUD	656,62	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	401000	COLLECTIF FOURNISSEURS	X401BRULON	401BRULON    BRULON J.P	20326	20120401	BRULON J.P	2333,44	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	401000	COLLECTIF FOURNISSEURS	X401BRULON	401BRULON    BRULON J.P	20327	20120401	BRULON J.P	1629,87	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	401000	COLLECTIF FOURNISSEURS	X401STB	401STB       S T B	20328	20120401	S T B	1096,89	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	401000	COLLECTIF FOURNISSEURS	X401QUINC	401QUINC     QUINCAILLERIE SARTHOISE	20329	20120401	QUINCAILLERIE SART	556,3	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	409800	AVOIR NON ENCORE RECU			AN201	20120401	AVOIR	102,02	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	409800	AVOIR NON ENCORE RECU			AN201	20120401	avopir a recevoir	798,69	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	409800	AVOIR NON ENCORE RECU			AN201	20120401	repartion materiel	798,69	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	409800	AVOIR NON ENCORE RECU			38	20120401	A.N. au 310305 AVO	102,02	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411HOCQ	411HOCQ       LES ECO LOGIS BOIS	CH   	20120401	ECO LOGIS BOIS	142,08	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LEPELFL	411LEPELFL   BOIS & MATERIAUX	9191	20120401	Fact PB&M OUEST	28,67	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LEPELLA	411LEPELLA   BOIS & MATERIAUX	9192	20120401	Fact PB&M OUEST	706,29	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LERICHE	411LERICHE   TROUILLARD point p	10202	20120401	Fact TROUILLARD SA	701,19	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LEPELFL	411LEPELFL   BOIS & MATERIAUX	2144	20120401	Fact PB&M OUEST-CS	672,75	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LEPELLA	411LEPELLA   BOIS & MATERIAUX	2145	20120401	Fact PB&M OUEST-CS	843,17	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LEPELLE	411LEPELLE   BOIS & MATERIAUX	2146	20120401	Fact PB&M OUEST-CS	453,88	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DR	411DR        DETAIL R	3065	20120401	Fact DETAIL R	241,11	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411BRODIN	411BRODIN    Mr BRODIN	3166	20120401	Fact Mr BRODIN	929,32	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DM	411DM        DETAIL M	8021	20120401	Fact DETAIL M	629,19	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LEPELFE	411LEPELFE   BOIS & MATERIAUX	9228	20120401	Fact PB&M OUEST-CS	316,61	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LEPELLA	411LEPELLA   BOIS & MATERIAUX	9229	20120401	Fact PB&M OUEST-CS	405,18	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DB	411DB        DETAIL B	3038	20120401	Fact DETAIL B	20,63	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DB	411DB        DETAIL B	3108	20120401	Fact DETAIL B	635,32	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411HOCQ	411HOCQ       LES ECO LOGIS BOIS	5218	20120401	Fact ECO LOGIS BOI	68,72	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DB	411DB        DETAIL B	6184	20120401	Fact DETAIL B	1150,15	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411HARDYMA	411HARDYMA   HARDY SARL	6188	20120401	Fact HARDY SARL	5127,19	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LERICHE	411LERICHE   TROUILLARD point p	6223	20120401	Fact TROUILLARD po	86	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411HARDYMA	411HARDYMA   HARDY SARL	7219	20120401	Fact HARDY SARL	4735,8	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DENOS	411DENOS     DENOS	7254	20120401	Fact DENOS	1039,73	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411HARDYMA	411HARDYMA   HARDY SARL	9182	20120401	Fact HARDY SARL	4961,19	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411BEAUFIL	411BEAUFIL   Ets  BEAUFILS	9186	20120401	Fact Ets  BEAUFILS	2446,59	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411HARDYMA	411HARDYMA   HARDY SARL	11166	20120401	Fact HARDY SARL	6394,71	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411BEAUFIL	411BEAUFIL   Ets  BEAUFILS	11173	20120401	Fact Ets  BEAUFILS	106,12	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411GLOTFILS	411GLOTFILS  SARL GLOT FILS	11191	20120401	Fact SARL GLOT FIL	11,24	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411HARDYMA	411HARDYMA   HARDY SARL	11224	20120401	Fact HARDY SARL	10558,08	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS			12105	20120401	Fact HARDY SARL	5317,3	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411BEAUFIL	411BEAUFIL   Ets  BEAUFILS	12108	20120401	Fact Ets  BEAUFILS	382,12	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DP	411DP        DETAIL P	1063	20120401	Fact DETAIL P	1296,46	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DB	411DB        DETAIL B	1132	20120401	Fact DETAIL B	150	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411HARDYMA	411HARDYMA   HARDY SARL	1143	20120401	Fact HARDY SARL	11088,22	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411HARDYMA	411HARDYMA   HARDY SARL	2119	20120401	Fact HARDY SARL	729,56	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411HARDYMA	411HARDYMA   HARDY SARL	2120	20120401	Fact HARDY SARL	5421,26	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411HARDYMA	411HARDYMA   HARDY SARL	3207	20120401	Fact HARDY SARL	7405,25	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LEFEBVRE	411LEFEBVRE  LEFEBVRE philippe	3240	20120401	Fact LEFEBVRE phil	1291,87	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411MONTOIRE	411MONTOIRE  SN MONTOIRE BOIS SARL	TR   	20120401	SN MONTOIRE BOIS S	9640,12	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LMBTP	411LMBTP     LMBTP	6249	20120401	Fact L.M.B.T.P	2172,08	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LMBTP	411LMBTP     LMBTP	7020	20120401	Fact L.M.B.T.P	1244,65	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411HARDYMA	411HARDYMA   HARDY SARL	9165	20120401	Fact HARDY SARL	10311,59	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LEFEBVRE	411LEFEBVRE  LEFEBVRE philippe	CH   	20120401	LEFEBVRE philippe	600	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411HARDYMA	411HARDYMA   HARDY SARL	10171	20120401	Fact HARDY SARL	8261,51	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411BLAVETT	411BLAVETT    S A R L   BLAVETTE	10186	20120401	Fact  S A R L   BL	877,22	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411BRECQ	411BRECQ     Mr  BRECQ	10191	20120401	Fact Mr  BRECQ	66,72	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DM	411DM        DETAIL M	11077	20120401	Fact DETAIL M	167,92	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411HARDYMA	411HARDYMA   HARDY SARL	11173	20120401	Fact HARDY SARL	5590,27	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411TISONAL	411TISONAL   EURL  TISON mickael	11214	20120401	Fact Mr TISON Alai	124,78	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DR	411DR        DETAIL R	CH   	20120401	RONSEAUX	310	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411HARDYMA	411HARDYMA   HARDY SARL	12115	20120401	Fact HARDY SARL	5204,99	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411CBFLEMA	411CBFLEMA   Constructions B.FOURNIGA	12131	20120401	Fact Constructions	841,74	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DP	411DP        DETAIL P	1036	20120401	Fact DETAIL P	87,91	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DS	411DS        DETAIL S	1049	20120401	Fact DETAIL S	15,07	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DB	411DB        DETAIL B	CH   	20120401	BEAUFORT ACOMPTE	2000	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DC	411DC        DETAIL C	1096	20120401	Fact DETAIL C	240,25	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DJ	411DJ        DETAIL J	1097	20120401	Fact DETAIL J	116,8	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DJ	411DJ        DETAIL J	CH   	20120401	JARDIN	136,6	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411HARDYMA	411HARDYMA   HARDY SARL	1157	20120401	Fact HARDY SARL	13239,01	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411BRECQ	411BRECQ     Mr  BRECQ	1164	20120401	Fact Mr  BRECQ	249,38	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411BRICOBONET	411BRICOBONETSoci‚t‚ nouvelle BRICO S	1165	20120401	Fact Soci??nouvell	13,01	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411CHAMOROT	411CHAMOROT  CAP CONSTRUCTION BOIS	1168	20120401	Fact CAP CONSTRUCT	390,34	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411CROISSANT	411CROISSANT CROISSANT  MICHEL	1170	20120401	Fact CROISSANT  MI	709	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411JEMAT	411JEMAT     SARL JEMAT	1184	20120401	Fact SARL JEMAT	1558,75	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411SOMARE	411SOMARE    SOMARE S.A	1202	20120401	Fact SOMARE S.A	3183,35	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DP	411DP        DETAIL P	2004	20120401	Fact DETAIL P	36,6	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DS	411DS        DETAIL S	2034	20120401	Fact DETAIL S	380,38	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411BOISDEMARI	411BOISDEMARIBOIS de SAINT MALO	2068	20120401	Fact BOIS de SAINT	13720,51	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411BOISDEMARI	411BOISDEMARIBOIS de SAINT MALO	2081	20120401	Fact BOIS de SAINT	34063,52	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411HARDYMA	411HARDYMA   HARDY SARL	2098	20120401	Fact HARDY SARL	11934	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DC	411DC        DETAIL C	2102	20120401	Fact DETAIL C	54,47	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DC	411DC        DETAIL C	2106	20120401	Fact DETAIL C	14,03	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LESCHARPEN	411LESCHARPENOUEST CONSTRUCTION BOIS	2107	20120401	Fact OUEST CONSTRU	878,56	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LESCHARPEN	411LESCHARPENOUEST CONSTRUCTION BOIS	2108	20120401	Fact OUEST CONSTRU	405,2	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LESCHARPEN	411LESCHARPENOUEST CONSTRUCTION BOIS	2109	20120401	Fact OUEST CONSTRU	852,51	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LESCHARPEN	411LESCHARPENOUEST CONSTRUCTION BOIS	2110	20120401	Fact OUEST CONSTRU	1272,84	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LESCHARPEN	411LESCHARPENOUEST CONSTRUCTION BOIS	2111	20120401	Fact OUEST CONSTRU	771,42	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LESCHARPEN	411LESCHARPENOUEST CONSTRUCTION BOIS	2112	20120401	Fact OUEST CONSTRU	497,03	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LESCHARPEN	411LESCHARPENOUEST CONSTRUCTION BOIS	2113	20120401	Fact OUEST CONSTRU	449,13	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LESCHARPEN	411LESCHARPENOUEST CONSTRUCTION BOIS	2114	20120401	Fact OUEST CONSTRU	141,43	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LESCHARPEN	411LESCHARPENOUEST CONSTRUCTION BOIS	2115	20120401	Fact OUEST CONSTRU	1041,42	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LESCHARPEN	411LESCHARPENOUEST CONSTRUCTION BOIS	2116	20120401	Fact OUEST CONSTRU	301,39	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LESCHARPEN	411LESCHARPENOUEST CONSTRUCTION BOIS	2117	20120401	Fact OUEST CONSTRU	2254,26	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411BOISDEMARI	411BOISDEMARIBOIS de SAINT MALO	2118	20120401	Fact BOIS de SAINT	5767,38	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411BOULVERT	411BOULVERT  BOULVERT SARL	2119	20120401	Fact BOULVERT SARL	1563,57	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411BRECQ	411BRECQ     Mr  BRECQ	2121	20120401	Fact Mr  BRECQ	36,8	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411CATMANOR	411CATMANOR  CATMANOR	2122	20120401	Fact CATMANOR	367,45	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411CHALINE	411CHALINE   Mr CHALINE	2123	20120401	Fact Mr CHALINE	1352,35	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411CHAMOROT	411CHAMOROT  CAP CONSTRUCTION BOIS	2124	20120401	Fact CAP CONSTRUCT	94,9	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411CQFD	411CQFD      C Q F D	2127	20120401	Fact C Q F D	36,71	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DAMANGE	411DAMANGE   BLC DAMANGE -GOUYER	2128	20120401	Fact BLC DAMANGE -	1176,18	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DEVAUXA	411DEVAUXA   Mr DEVAUX  Alain	2129	20120401	Fact Mr DEVAUX  Al	651,6	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411FOUSSIER	411FOUSSIER  BOIS & MATERIAUX	2132	20120401	Fact WFBM TSA Fact	6274,04	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411GAUTIER	411GAUTIER   SARL GAUTIER ESNAULT	2134	20120401	Fact Mr GAUTIER Do	93,29	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411GLOTDENIS	411GLOTDENIS SARL GLOT CHARPENTE	2135	20120401	Fact SARL GLOT CHA	124,38	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411GLOTFILS	411GLOTFILS  SARL GLOT FILS	2136	20120401	Fact SARL GLOT FIL	381,42	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LEGOSA	411LEGOSA    M LEGO	2138	20120401	Fact LEGO SA	869,73	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LEMANSC	411LEMANSC   CHARPENTES FRANCAISES SA	2139	20120401	Fact  LE MANS CHAR	72,33	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LEPELAL	411LEPELAL   BOIS & MATERIAUX	2140	20120401	Fact W.F.B.M	326,51	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LEPELLRE	411LEPELLRE  BOIS &MATERIAUX	2141	20120401	Fact W.F.B.M	437,33	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411LERICHE	411LERICHE   TROUILLARD point p	2142	20120401	Fact TROUILLARD po	172,44	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411MENUISBREI	411MENUISBREIMENUISERIE BREILLOISE	2145	20120401	Fact MENUISERIE BR	567,71	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411OLIVIER	411OLIVIER   SARL PASTEAU RENVOISE	2146	20120401	Fact Mr OLIVIER Da	446,11	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411POINTPT	411POINTPT   TROUILLARD point p	2147	20120401	Fact TROUILLARD po	104,6	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411SOPROMO	411SOPROMO   SOPROMO SAS	2150	20120401	Fact SOPROMO SAS	498,29	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411TROUILL	411TROUILL   SARL TROUILLET	2152	20120401	Fact SARL TROUILLE	131,13	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DC	411DC        DETAIL C	3011	20120401	Fact DETAIL C	186,86	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411BOISDEMARI	411BOISDEMARIBOIS de SAINT MALO	3032	20120401	Fact BOIS de SAINT	26637,31	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DH	411DH        DETAIL H	3057	20120401	Fact DETAIL H	538,2	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DJ	411DJ        DETAIL J	3066	20120401	Fact DETAIL J	309,93	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DJ	411DJ        DETAIL J	3067	20120401	Fact DETAIL J	174,04	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411BOISDEMARI	411BOISDEMARIBOIS de SAINT MALO	3089	20120401	Fact BOIS de SAINT	29078,64	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DG	411DG        DETAIL G	3108	20120401	Fact DETAIL G	141,77	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411BOISDEMARI	411BOISDEMARIBOIS de SAINT MALO	3134	20120401	Fact BOIS de SAINT	31072,08	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DA	411DA        DETAIL A	3143	20120401	Fact DETAIL A	974,62	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DC	411DC        DETAIL C	3144	20120401	Fact DETAIL C	88,03	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DC	411DC        DETAIL C	3146	20120401	Fact DETAIL C	517,87	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411DB	411DB        DETAIL B	CH   	20120401	BAILLY	573,49	C			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411JBSOL	411JBSOL     J B SOL Transport	3159	20120401	Fact J B SOL Trans	5465,61	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411HARDYMA	411HARDYMA   HARDY SARL	3161	20120401	Fact HARDY SARL	21457,68	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411AVELINE	411AVELINE   AVELINE BATIMENT	3165	20120401	Fact AVELINE BATIM	387,5	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411BEUCHER	411BEUCHER   BEUCHER SARL	3166	20120401	Fact BEUCHER SARL	1777,51	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411BOISDEMARI	411BOISDEMARIBOIS de SAINT MALO	3167	20120401	Fact BOIS de SAINT	19961,95	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411BOULVERT	411BOULVERT  BOULVERT SARL	3168	20120401	Fact BOULVERT SARL	1258,35	D			20130715		
AN 	A NOUVEAUX	AN -1	20120401	411000	COLLECTIF CLIENTS	X411BOURGINEJE	411BOURGINEJESARL  BOURGINE jer“me	3169	20120401	Fact SARL  BOURGIN	863,36	D			20130715		
